municipality_code,municipality_name,state,municipality_type,population,area_sq_km,waste_generation_tons_per_day,road_length_km,annual_budget_lakhs,category_code,item_id,equipment_name,category,sub_function,equipment_type,quantity_allocated
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D10,Sewage Treatment Plant Blower,Sewerage & Drainage,Sewage Treatment,Equipment,51
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D11,Sewage Treatment Plant Pump,Sewerage & Drainage,Sewage Treatment,Equipment,75
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D12,Sludge Dewatering Equipment,Sewerage & Drainage,Sewage Treatment,Equipment,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D13,Mobile Toilet Van (4-Seater Bio-Toilet),Sewerage & Drainage,Sanitation,Vehicle,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D14,Mobile Toilet Van (6-Seater Bio-Toilet),Sewerage & Drainage,Sanitation,Vehicle,37
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D15,Portable Toilet Unit,Sewerage & Drainage,Sanitation,Equipment,249
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D16,Public Toilet Cleaning Equipment Set,Sewerage & Drainage,Sanitation Maintenance,Equipment,125
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D17,Pumping Station (Sewage Lifting),Sewerage & Drainage,Sewage Transport,Equipment,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D18,Storm Water Drain Pump (Flood Control),Sewerage & Drainage,Flood Management,Equipment,62
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D19,Flood Control Portable Pump,Sewerage & Drainage,Flood Management,Equipment,75
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D20,Safety Equipment for Manhole Entry (PPE Set),Sewerage & Drainage,Worker Safety,Equipment,249
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D21,Gas Detector (H2S and CH4),Sewerage & Drainage,Worker Safety,Equipment,127
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D22,Safety Harness & Rope Set,Sewerage & Drainage,Worker Safety,Equipment,189
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D23,Portable Ventilator (Manhole),Sewerage & Drainage,Worker Safety,Equipment,102
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D24,Safety Fences & Caution Signs,Sewerage & Drainage,Worker Safety,Equipment,248
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,D,D25,Effluent Quality Testing Kit (STP Outlet),Sewerage & Drainage,Water Quality,Equipment,76
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E1,Thermal Fogging Machine (Vehicle-Mounted),Public Health & Pest Control,Vector Control,Vehicle,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E2,Thermal Fogging Machine (Portable),Public Health & Pest Control,Vector Control,Equipment,128
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E3,Double Barrel Thermal Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,76
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E4,Pulse Jet Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,63
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E5,ULV Cold Fogger,Public Health & Pest Control,Vector Control,Equipment,49
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E6,Remote-Control Thermal Fogging Machine,Public Health & Pest Control,Vector Control,Equipment,38
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E7,Mist Blower & Knapsack Sprayer,Public Health & Pest Control,Vector Control,Equipment,250
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E8,Disinfection Spray Vehicle,Public Health & Pest Control,Disinfection,Vehicle,38
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E9,Chemical Spraying Pump (Manual),Public Health & Pest Control,Disinfection,Equipment,247
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E10,Anti-Larval Spray Pump,Public Health & Pest Control,Mosquito Control,Equipment,189
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E11,Source Reduction Tools (Drain Cover Mesh),Public Health & Pest Control,Mosquito Control,Equipment,501
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E12,Rodent Control Trap & Bait Station,Public Health & Pest Control,Pest Control,Equipment,371
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E13,Dog Catching Van,Public Health & Pest Control,Animal Control,Vehicle,37
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E14,Animal Birth Control Facility Equipment,Public Health & Pest Control,Animal Control,Equipment,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E15,PPE Kit for Sanitation Workers (Full Set),Public Health & Pest Control,Worker Safety,Equipment,1250
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E16,Bio-Medical Waste Vehicle,Public Health & Pest Control,Biomedical Waste,Vehicle,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E17,Infectious Waste Container (Yellow Bag System),Public Health & Pest Control,Biomedical Waste,Equipment,626
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,E,E18,Hand-Washing Station & Portable Wash Unit,Public Health & Pest Control,Public Hygiene,Equipment,150
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F1,Hydraulic Excavator (General Purpose),Civil Construction & Earthworks,Earthmoving,Vehicle,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F2,Backhoe Loader (Combo Digging),Civil Construction & Earthworks,Earthmoving,Vehicle,63
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F3,Motor Grader,Civil Construction & Earthworks,Land Grading,Vehicle,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F4,Vibratory Soil Compactor,Civil Construction & Earthworks,Compaction,Vehicle,3
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F5,Walk-Behind Vibratory Compactor,Civil Construction & Earthworks,Compaction,Equipment,3
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F6,Concrete Transit Mixer (6 CMT),Civil Construction & Earthworks,Concrete Work,Vehicle,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F7,Concrete Mixer (Small 0.5 CMT),Civil Construction & Earthworks,Concrete Work,Equipment,75
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F8,Tipper Truck (Earth & Debris),Civil Construction & Earthworks,Material Transport,Vehicle,100
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F9,Front-End Loader & Wheel Loader,Civil Construction & Earthworks,Material Handling,Vehicle,51
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F10,Hydraulic Platform & Sky Lift (14m),Civil Construction & Earthworks,High Reach Work,Vehicle,37
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F11,Hydraulic Platform & Sky Lift (22m),Civil Construction & Earthworks,High Reach Work,Vehicle,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F12,Mobile Crane (5 Ton),Civil Construction & Earthworks,Heavy Lifting,Vehicle,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F13,Truck-Mounted Crane (Hydraulic),Civil Construction & Earthworks,Heavy Lifting,Vehicle,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F14,Concrete Vibrator,Civil Construction & Earthworks,Concrete Work,Equipment,125
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F15,Scaffolding Set,Civil Construction & Earthworks,Construction Safety,Equipment,127
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F16,Welding Machine Set,Civil Construction & Earthworks,Metal Fabrication,Equipment,76
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F17,Diesel Generator Set (62.5 KVA),Civil Construction & Earthworks,Power Backup,Equipment,76
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F18,Diesel Generator Set (125 KVA),Civil Construction & Earthworks,Power Backup,Equipment,50
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F19,Survey Equipment (Total Station & Level),Civil Construction & Earthworks,Survey & Design,Equipment,51
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,F,F20,GPS Tracking Device (Vehicle Fleet),Civil Construction & Earthworks,Fleet Management,Equipment,254
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G1,Hydraulic Cherry Picker (Street Light Repair),Street Lighting,Installation & Repair,Vehicle,3
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G2,LED Street Light Fitting (40W),Street Lighting,Lighting Infrastructure,Equipment,177
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G3,LED Street Light Fitting (80W),Street Lighting,Lighting Infrastructure,Equipment,134
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G4,LED Street Light Fitting (150W),Street Lighting,Lighting Infrastructure,Equipment,35
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G5,Solar Street Light System,Street Lighting,Lighting Infrastructure,Equipment,31
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G6,Light Pole (Galvanised Steel 6m),Street Lighting,Lighting Infrastructure,Equipment,160
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G7,Light Pole (Galvanised Steel 9m),Street Lighting,Lighting Infrastructure,Equipment,114
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G8,High Mast Light Tower (25m+),Street Lighting,Lighting Infrastructure,Equipment,8
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G9,Mobile Light Tower (Event & Emergency),Street Lighting,Emergency Lighting,Equipment,63
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G10,SCADA Panel for Street Light Control,Street Lighting,Smart Monitoring,Equipment,25
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G11,Electrical Testing Equipment Set,Street Lighting,Maintenance,Equipment,127
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,G,G12,Cable Fault Detector,Street Lighting,Maintenance,Equipment,75
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H1,Tractor-Mounted Grass Mower,Parks & Horticulture,Grass Maintenance,Vehicle,6
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H2,Ride-On Lawn Mower,Parks & Horticulture,Grass Maintenance,Vehicle,10
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H3,Walk-Behind Rotary Mower,Parks & Horticulture,Grass Maintenance,Equipment,15
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H4,Hedge Trimmer (Electric & Petrol),Parks & Horticulture,Hedge & Shrub,Equipment,22
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H5,Chainsaw (Tree Trimming),Parks & Horticulture,Tree Management,Equipment,13
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H6,Tree Pruner & Long-Reach Pruner,Parks & Horticulture,Tree Management,Equipment,16
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H7,Tree Transplanting Machine,Parks & Horticulture,Tree Management,Equipment,6
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H8,Boom Sprayer (Pesticide for Trees),Parks & Horticulture,Pest Control (Trees),Equipment,10
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H9,Garden Water Tanker & Bowser,Parks & Horticulture,Irrigation,Vehicle,7
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H10,Drip & Sprinkler Irrigation System,Parks & Horticulture,Irrigation,Equipment,13
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H11,Leaf Blower,Parks & Horticulture,Park Cleaning,Equipment,20
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H12,Leaf Vacuum,Parks & Horticulture,Park Cleaning,Equipment,16
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H13,Soil Tiller & Rotavator,Parks & Horticulture,Soil Preparation,Equipment,11
MH001,Mumbai,Maharashtra,Metro,12478447,603,9200,2000,28000,H,H14,Compost Spreader (Garden Waste),Parks & Horticulture,Soil Enrichment,Equipment,8
